Title,Type,ISSN,ISSN_A,ISSN_B,SJR,HINDEX,JCR
Studies in Computational Intelligence,book series,"18609503, 1860949X",18609503, 1860949X,0.189,94,0.189
"Vestnik Tomskogo Gosudarstvennogo Universiteta, Matematika i Mekhanika",journal,"23112255, 19988621",23112255, 19988621,0.189,10,0.189
WasserWirtschaft,journal,"21928762, 00430978",21928762, 00430978,0.189,10,0.189
Proceedings - International Conference on Computational Intelligence and Networks,conference and proceedings,23755822,23755822,,0.189,7,0.189
"Proceedings of the International Workshop on Innovative Simulation for Health Care, IWISH",conference and proceedings,27240371,27240371,,0.189,2,0.189
Bellaterra Journal of Teaching and Learning Language and Literature,journal,20136196,20136196,,0.188,9,0.188
College Composition and Communication,journal,"0010096X, 19399006",0010096X, 19399006,0.188,44,0.188
Eastern African Literary and Cultural Studies,journal,"23277416, 23277408",23277416, 23277408,0.188,5,0.188
Journal of Japanese and Korean Cinema,journal,"17564913, 17564905",17564913, 17564905,0.188,7,0.188
Letras (Peru),journal,"20715072, 03784878",20715072, 03784878,0.188,5,0.188
Literatura y Linguistica,journal,07165811,07165811,,0.188,13,0.188
Magazen,journal,27243923,27243923,,0.188,4,0.188
Africana Linguistica,journal,00654124,00654124,,0.188,13,0.188
Arctic Anthropology,journal,"19338139, 00666939",19338139, 00666939,0.188,31,0.188
Asia-Pacific Language Variation,journal,"22151354, 22151362",22151354, 22151362,0.188,6,0.188
Bulletin of the History of Medicine,journal,"10863176, 00075140",10863176, 00075140,0.188,38,0.188
Diplomatica,journal,"25891774, 25891766",25891774, 25891766,0.188,8,0.188
Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients,journal,"16130928, 00211818",16130928, 00211818,0.188,19,0.188
"Kul'tura Slavan i Kul'tura Evreev: Dialog, Shodstva, Razlicia",book series,26583356,26583356,,0.188,1,0.188
Mathematics Education Journal,journal,"19780044, 25491040",19780044, 25491040,0.188,7,0.188
Origini,book series,04746805,04746805,,0.188,6,0.188
Sciences of Conservation and Archaeology,journal,10051538,10051538,,0.188,6,0.188
Temenos,journal,04971817,04971817,,0.188,16,0.188
Agricultural Science Digest,journal,"09760547, 0253150X",09760547, 0253150X,0.188,7,0.188
Australian Journal of Otolaryngology,journal,26162792,26162792,,0.188,8,0.188
Bariatric Surgical Practice and Patient Care,journal,"2168023X, 21680248",2168023X, 21680248,0.188,18,0.188
Bulletin de la Societe Vaudoise des Sciences Naturelles,journal,00379603,00379603,,0.188,11,0.188
Chinese Journal of Tuberculosis and Respiratory Diseases,journal,10010939,10010939,,0.188,29,0.188
Community and Physician,journal,"13004387, 27575004",13004387, 27575004,0.188,4,0.188
Federal Law Review,journal,"14446928, 0067205X",14446928, 0067205X,0.188,8,0.188
"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences",journal,"17451337, 09168508",17451337, 09168508,0.188,57,0.188
Indian Journal of Animal Sciences,journal,03678318,03678318,,0.188,29,0.188
International Journal of Parliamentary Studies,journal,"26668912, 26668904",26668912, 26668904,0.188,4,0.188
Journal of Dentomaxillofacial Science,journal,"25030825, 25030817",25030825, 25030817,0.188,5,0.188
Journal of Visualized Surgery,journal,22212965,22212965,,0.188,4,0.188
Law Teacher,journal,"03069400, 19430353",03069400, 19430353,0.188,16,0.188
Memleket: Siyaset Ve Yonetim,journal,13068202,13068202,,0.188,2,0.188
Muslim World Journal of Human Rights,journal,"15544419, 21946558",15544419, 21946558,0.188,14,0.188
Politix,journal,"02952319, 19538286",02952319, 19538286,0.188,23,0.188
Proceedings of Engineering and Technology Innovation,journal,"2518833X, 24137146",2518833X, 24137146,0.188,7,0.188
Przeglad Socjologii Jakosciowej,journal,17338069,17338069,,0.188,5,0.188
Revista Baiana de Enfermagem,journal,"21788650, 01025430",21788650, 01025430,0.188,7,0.188
South Asia Economic Journal,journal,"0973077X, 13915614",0973077X, 13915614,0.188,21,0.188
Vodohospodarske Technicko-Ekonomicke Informace,journal,"18056555, 03228916",18056555, 03228916,0.188,5,0.188
Acta Phytopathologica et Entomologica Hungarica,journal,"02381249, 15882691",02381249, 15882691,0.188,25,0.188
Acta Scientiarum - Technology,journal,"18078664, 18062563",18078664, 18062563,0.188,25,0.188
Asian Journal of Plant Sciences,journal,"16823974, 18125697",16823974, 18125697,0.188,41,0.188
Astronomy Reports,journal,"10637729, 15626881",10637729, 15626881,0.188,35,0.188
Biosaintifika,journal,"23387610, 2085191X",23387610, 2085191X,0.188,11,0.188
Canadian Acoustics - Acoustique Canadienne,journal,07116659,07116659,,0.188,23,0.188
Chimica Techno Acta,journal,"24111414, 24095613",24111414, 24095613,0.188,8,0.188
Dongbei Daxue Xuebao/Journal of Northeastern University,journal,10053026,10053026,,0.188,22,0.188
Gayana - Botanica,journal,"00165301, 07176643",00165301, 07176643,0.188,22,0.188
IEEJ Transactions on Sensors and Micromachines,journal,"13475525, 13418939",13475525, 13418939,0.188,17,0.188
Indian Journal of Fisheries,journal,09706011,09706011,,0.188,22,0.188
International Journal of Cloud Computing,journal,"20439997, 20439989",20439997, 20439989,0.188,11,0.188
International Journal of Environmental Health Engineering,journal,22779183,22779183,,0.188,17,0.188
International Journal of Intelligent Information Technologies,journal,"15483665, 15483657",15483665, 15483657,0.188,21,0.188
Iranian Journal of Numerical Analysis and Optimization,journal,"24236969, 24236977",24236969, 24236977,0.188,7,0.188
Italus Hortus,journal,11273496,11273496,,0.188,8,0.188
Journal of Marine Research,journal,"15439542, 00222402",15439542, 00222402,0.188,76,0.188
Journal of Military and Veterans' Health,journal,18351271,18351271,,0.188,15,0.188
Journal of Social Economics Research,journal,"23126264, 23126329",23126264, 23126329,0.188,7,0.188
"Korean Journal of Physical, Multiple and Health Disabilities",journal,22883843,22883843,,0.188,10,0.188
Mathematical Sciences and Applications E-Notes,journal,21476268,21476268,,0.188,6,0.188
Nigerian Journal of Physiological Sciences,journal,0794859X,0794859X,,0.188,22,0.188
Psihologia Resurselor Umane,journal,"23928077, 15837327",23928077, 15837327,0.188,7,0.188
Reference Series in Phytochemistry,book series,"2511834X, 25118358",2511834X, 25118358,0.188,24,0.188
Review of Development Finance,journal,18799337,18799337,,0.188,35,0.188
Review of Marketing Science,journal,15465616,15465616,,0.188,13,0.188
Revista de la Educacion Superior,journal,"23959037, 01852760",23959037, 01852760,0.188,17,0.188
Revista Facultad de Ingenieria,journal,"01206230, 24222844",01206230, 24222844,0.188,19,0.188
